央视频道(联通),#genre#
中央新影发现之旅 576,http://httplive.slave.bfgd.com.cn:14311/playurl?playtype=live&protocol=http&accesstoken=R5F2408FEU3198804BK78052214IE73560DFP2BF4M340CE68V0Z339CBW1626D4D261E46FEA&playtoken=ABCDEFGH&programid=4200000151
中央新影新科动漫 576,http://httplive.slave.bfgd.com.cn:14311/playurl?playtype=live&protocol=http&accesstoken=R5F2408FEU3198804BK78052214IE73560DFP2BF4M340CE68V0Z339CBW1626D4D261E46FEA&playtoken=ABCDEFGH&programid=4200000218
中央新影老故事 576,http://httplive.slave.bfgd.com.cn:14311/playurl?playtype=live&protocol=http&accesstoken=R5F2408FEU3198804BK78052214IE73560DFP2BF4M340CE68V0Z339CBW1626D4D261E46FEA&playtoken=ABCDEFGH&programid=4200000166
云南卫视 576,http://httplive.slave.bfgd.com.cn:14311/playurl?playtype=live&protocol=http&accesstoken=R5F2408FEU3198804BK78052214IE73560DFP2BF4M340CE68V0Z339CBW1626D4D261E46FEA&playtoken=ABCDEFGH&programid=4200000115
内蒙古卫视 576,http://httplive.slave.bfgd.com.cn:14311/playurl?playtype=live&protocol=http&accesstoken=R5F2408FEU3198804BK78052214IE73560DFP2BF4M340CE68V0Z339CBW1626D4D261E46FEA&playtoken=ABCDEFGH&programid=4200000110
宁夏卫视 576,http://httplive.slave.bfgd.com.cn:14311/playurl?playtype=live&protocol=http&accesstoken=R5F2408FEU3198804BK78052214IE73560DFP2BF4M340CE68V0Z339CBW1626D4D261E46FEA&playtoken=ABCDEFGH&programid=4200000118
山西卫视 576,http://httplive.slave.bfgd.com.cn:14311/playurl?playtype=live&protocol=http&accesstoken=R5F2408FEU3198804BK78052214IE73560DFP2BF4M340CE68V0Z339CBW1626D4D261E46FEA&playtoken=ABCDEFGH&programid=4200000109
新疆卫视 576,http://httplive.slave.bfgd.com.cn:14311/playurl?playtype=live&protocol=http&accesstoken=R5F2408FEU3198804BK78052214IE73560DFP2BF4M340CE68V0Z339CBW1626D4D261E46FEA&playtoken=ABCDEFGH&programid=4200000150
河南卫视 576,http://httplive.slave.bfgd.com.cn:14311/playurl?playtype=live&protocol=http&accesstoken=R5F2408FEU3198804BK78052214IE73560DFP2BF4M340CE68V0Z339CBW1626D4D261E46FEA&playtoken=ABCDEFGH&programid=4200000104
甘肃卫视 576,http://httplive.slave.bfgd.com.cn:14311/playurl?playtype=live&protocol=http&accesstoken=R5F2408FEU3198804BK78052214IE73560DFP2BF4M340CE68V0Z339CBW1626D4D261E46FEA&playtoken=ABCDEFGH&programid=4200000119
西藏卫视 576,http://httplive.slave.bfgd.com.cn:14311/playurl?playtype=live&protocol=http&accesstoken=R5F2408FEU3198804BK78052214IE73560DFP2BF4M340CE68V0Z339CBW1626D4D261E46FEA&playtoken=ABCDEFGH&programid=4200000121
陕西卫视 576,http://httplive.slave.bfgd.com.cn:14311/playurl?playtype=live&protocol=http&accesstoken=R5F2408FEU3198804BK78052214IE73560DFP2BF4M340CE68V0Z339CBW1626D4D261E46FEA&playtoken=ABCDEFGH&programid=4200000114
吉林延边卫视 576,http://httplive.slave.bfgd.com.cn:14311/playurl?playtype=live&protocol=http&accesstoken=R5F2408FEU3198804BK78052214IE73560DFP2BF4M340CE68V0Z339CBW1626D4D261E46FEA&playtoken=ABCDEFGH&programid=4200000117
山东教育卫视 576,http://httplive.slave.bfgd.com.cn:14311/playurl?playtype=live&protocol=http&accesstoken=R5F2408FEU3198804BK78052214IE73560DFP2BF4M340CE68V0Z339CBW1626D4D261E46FEA&playtoken=ABCDEFGH&programid=4200000112
新疆兵团卫视 576,http://httplive.slave.bfgd.com.cn:14311/playurl?playtype=live&protocol=http&accesstoken=R5F2408FEU3198804BK78052214IE73560DFP2BF4M340CE68V0Z339CBW1626D4D261E46FEA&playtoken=ABCDEFGH&programid=4200000124
NNM家庭理财 576,http://httplive.slave.bfgd.com.cn:14311/playurl?playtype=live&protocol=http&accesstoken=R5F2408FEU3198804BK78052214IE73560DFP2BF4M340CE68V0Z339CBW1626D4D261E46FEA&playtoken=ABCDEFGH&programid=4200000139
NNM新动漫 576,http://httplive.slave.bfgd.com.cn:14311/playurl?playtype=live&protocol=http&accesstoken=R5F2408FEU3198804BK78052214IE73560DFP2BF4M340CE68V0Z339CBW1626D4D261E46FEA&playtoken=ABCDEFGH&programid=4200000140
NNM游戏竞技 576,http://httplive.slave.bfgd.com.cn:14311/playurl?playtype=live&protocol=http&accesstoken=R5F2408FEU3198804BK78052214IE73560DFP2BF4M340CE68V0Z339CBW1626D4D261E46FEA&playtoken=ABCDEFGH&programid=4200000142
NNM电子体育 576,http://httplive.slave.bfgd.com.cn:14311/playurl?playtype=live&protocol=http&accesstoken=R5F2408FEU3198804BK78052214IE73560DFP2BF4M340CE68V0Z339CBW1626D4D261E46FEA&playtoken=ABCDEFGH&programid=4200000143
NNM网络棋牌 576,http://httplive.slave.bfgd.com.cn:14311/playurl?playtype=live&protocol=http&accesstoken=R5F2408FEU3198804BK78052214IE73560DFP2BF4M340CE68V0Z339CBW1626D4D261E46FEA&playtoken=ABCDEFGH&programid=4200000141
SiTV法治天地 576,http://httplive.slave.bfgd.com.cn:14311/playurl?playtype=live&protocol=http&accesstoken=R5F2408FEU3198804BK78052214IE73560DFP2BF4M340CE68V0Z339CBW1626D4D261E46FEA&playtoken=ABCDEFGH&programid=4200000162
北京卡酷少儿 404,http://httplive.slave.bfgd.com.cn:14311/playurl?playtype=live&protocol=http&accesstoken=R5F2408FEU3198804BK78052214IE73560DFP2BF4M340CE68V0Z339CBW1626D4D261E46FEA&playtoken=ABCDEFGH&programid=4200000106
吉林篮球 576,http://httplive.slave.bfgd.com.cn:14311/playurl?playtype=live&protocol=http&accesstoken=R5F2408FEU3198804BK78052214IE73560DFP2BF4M340CE68V0Z339CBW1626D4D261E46FEA&playtoken=ABCDEFGH&programid=4200000237
山东收藏天下 576,http://httplive.slave.bfgd.com.cn:14311/playurl?playtype=live&protocol=http&accesstoken=R5F2408FEU3198804BK78052214IE73560DFP2BF4M340CE68V0Z339CBW1626D4D261E46FEA&playtoken=ABCDEFGH&programid=4200000155
江苏财富天下 576,http://httplive.slave.bfgd.com.cn:14311/playurl?playtype=live&protocol=http&accesstoken=R5F2408FEU3198804BK78052214IE73560DFP2BF4M340CE68V0Z339CBW1626D4D261E46FEA&playtoken=ABCDEFGH&programid=4200000231
江苏靓妆 576,http://httplive.slave.bfgd.com.cn:14311/playurl?playtype=live&protocol=http&accesstoken=R5F2408FEU3198804BK78052214IE73560DFP2BF4M340CE68V0Z339CBW1626D4D261E46FEA&playtoken=ABCDEFGH&programid=4200000179
江西陶瓷 576,http://httplive.slave.bfgd.com.cn:14311/playurl?playtype=live&protocol=http&accesstoken=R5F2408FEU3198804BK78052214IE73560DFP2BF4M340CE68V0Z339CBW1626D4D261E46FEA&playtoken=ABCDEFGH&programid=4200000175
河南文物宝库 576,http://httplive.slave.bfgd.com.cn:14311/playurl?playtype=live&protocol=http&accesstoken=R5F2408FEU3198804BK78052214IE73560DFP2BF4M340CE68V0Z339CBW1626D4D261E46FEA&playtoken=ABCDEFGH&programid=4200000165
湖北休闲指南 576,http://httplive.slave.bfgd.com.cn:14311/playurl?playtype=live&protocol=http&accesstoken=R5F2408FEU3198804BK78052214IE73560DFP2BF4M340CE68V0Z339CBW1626D4D261E46FEA&playtoken=ABCDEFGH&programid=4200000156
湖南武术世界 576,http://httplive.slave.bfgd.com.cn:14311/playurl?playtype=live&protocol=http&accesstoken=R5F2408FEU3198804BK78052214IE73560DFP2BF4M340CE68V0Z339CBW1626D4D261E46FEA&playtoken=ABCDEFGH&programid=4200000182
湖南茶频道 576,http://httplive.slave.bfgd.com.cn:14311/playurl?playtype=live&protocol=http&accesstoken=R5F2408FEU3198804BK78052214IE73560DFP2BF4M340CE68V0Z339CBW1626D4D261E46FEA&playtoken=ABCDEFGH&programid=4200000181
湖南金鹰卡通 576,http://httplive.slave.bfgd.com.cn:14311/playurl?playtype=live&protocol=http&accesstoken=R5F2408FEU3198804BK78052214IE73560DFP2BF4M340CE68V0Z339CBW1626D4D261E46FEA&playtoken=ABCDEFGH&programid=4200000105
甘肃家政 576,http://httplive.slave.bfgd.com.cn:14311/playurl?playtype=live&protocol=http&accesstoken=R5F2408FEU3198804BK78052214IE73560DFP2BF4M340CE68V0Z339CBW1626D4D261E46FEA&playtoken=ABCDEFGH&programid=4200000167
贵州天元围棋 576,http://httplive.slave.bfgd.com.cn:14311/playurl?playtype=live&protocol=http&accesstoken=R5F2408FEU3198804BK78052214IE73560DFP2BF4M340CE68V0Z339CBW1626D4D261E46FEA&playtoken=ABCDEFGH&programid=4200000144
贵州摄影 576,http://httplive.slave.bfgd.com.cn:14311/playurl?playtype=live&protocol=http&accesstoken=R5F2408FEU3198804BK78052214IE73560DFP2BF4M340CE68V0Z339CBW1626D4D261E46FEA&playtoken=ABCDEFGH&programid=4200000222
中华特产 576,http://httplive.slave.bfgd.com.cn:14311/playurl?playtype=live&protocol=http&accesstoken=R5F2408FEU3198804BK78052214IE73560DFP2BF4M340CE68V0Z339CBW1626D4D261E46FEA&playtoken=ABCDEFGH&programid=4200000158
书画频道 576,http://httplive.slave.bfgd.com.cn:14311/playurl?playtype=live&protocol=http&accesstoken=R5F2408FEU3198804BK78052214IE73560DFP2BF4M340CE68V0Z339CBW1626D4D261E46FEA&playtoken=ABCDEFGH&programid=4200000180
北广优优宝贝 576,http://httplive.slave.bfgd.com.cn:14311/playurl?playtype=live&protocol=http&accesstoken=R5F2408FEU3198804BK78052214IE73560DFP2BF4M340CE68V0Z339CBW1626D4D261E46FEA&playtoken=ABCDEFGH&programid=4200000153
北广四海钓鱼 576,http://httplive.slave.bfgd.com.cn:14311/playurl?playtype=live&protocol=http&accesstoken=R5F2408FEU3198804BK78052214IE73560DFP2BF4M340CE68V0Z339CBW1626D4D261E46FEA&playtoken=ABCDEFGH&programid=4200000229
北广车迷 576,http://httplive.slave.bfgd.com.cn:14311/playurl?playtype=live&protocol=http&accesstoken=R5F2408FEU3198804BK78052214IE73560DFP2BF4M340CE68V0Z339CBW1626D4D261E46FEA&playtoken=ABCDEFGH&programid=4200000146
北方导视 576,http://httplive.slave.bfgd.com.cn:14311/playurl?playtype=live&protocol=http&accesstoken=R5F2408FEU3198804BK78052214IE73560DFP2BF4M340CE68V0Z339CBW1626D4D261E46FEA&playtoken=ABCDEFGH&programid=4200000187
国学频道 576,http://httplive.slave.bfgd.com.cn:14311/playurl?playtype=live&protocol=http&accesstoken=R5F2408FEU3198804BK78052214IE73560DFP2BF4M340CE68V0Z339CBW1626D4D261E46FEA&playtoken=ABCDEFGH&programid=4200000169
环球旅游 576,http://httplive.slave.bfgd.com.cn:14311/playurl?playtype=live&protocol=http&accesstoken=R5F2408FEU3198804BK78052214IE73560DFP2BF4M340CE68V0Z339CBW1626D4D261E46FEA&playtoken=ABCDEFGH&programid=4200000147
生态环境 576,http://httplive.slave.bfgd.com.cn:14311/playurl?playtype=live&protocol=http&accesstoken=R5F2408FEU3198804BK78052214IE73560DFP2BF4M340CE68V0Z339CBW1626D4D261E46FEA&playtoken=ABCDEFGH&programid=4200000149
重庆汽摩 576,http://httplive.slave.bfgd.com.cn:14311/playurl?playtype=live&protocol=http&accesstoken=R5F2408FEU3198804BK78052214IE73560DFP2BF4M340CE68V0Z339CBW1626D4D261E46FEA&playtoken=ABCDEFGH&programid=4200000168
辽宁体育 576,http://httplive.slave.bfgd.com.cn:14311/playurl?playtype=live&protocol=http&accesstoken=R5F2408FEU3198804BK78052214IE73560DFP2BF4M340CE68V0Z339CBW1626D4D261E46FEA&playtoken=ABCDEFGH&programid=4200000072
辽宁北方 576,http://httplive.slave.bfgd.com.cn:14311/playurl?playtype=live&protocol=http&accesstoken=R5F2408FEU3198804BK78052214IE73560DFP2BF4M340CE68V0Z339CBW1626D4D261E46FEA&playtoken=ABCDEFGH&programid=4200000071
辽宁影视剧 576,http://httplive.slave.bfgd.com.cn:14311/playurl?playtype=live&protocol=http&accesstoken=R5F2408FEU3198804BK78052214IE73560DFP2BF4M340CE68V0Z339CBW1626D4D261E46FEA&playtoken=ABCDEFGH&programid=4200000070
辽宁教育青少 576,http://httplive.slave.bfgd.com.cn:14311/playurl?playtype=live&protocol=http&accesstoken=R5F2408FEU3198804BK78052214IE73560DFP2BF4M340CE68V0Z339CBW1626D4D261E46FEA&playtoken=ABCDEFGH&programid=4200000075
辽宁生活 576,http://httplive.slave.bfgd.com.cn:14311/playurl?playtype=live&protocol=http&accesstoken=R5F2408FEU3198804BK78052214IE73560DFP2BF4M340CE68V0Z339CBW1626D4D261E46FEA&playtoken=ABCDEFGH&programid=4200000073
辽宁都市 576,http://httplive.slave.bfgd.com.cn:14311/playurl?playtype=live&protocol=http&accesstoken=R5F2408FEU3198804BK78052214IE73560DFP2BF4M340CE68V0Z339CBW1626D4D261E46FEA&playtoken=ABCDEFGH&programid=4200000068
辽阳新闻综合 576,http://httplive.slave.bfgd.com.cn:14311/playurl?playtype=live&protocol=http&accesstoken=R5F2408FEU3198804BK78052214IE73560DFP2BF4M340CE68V0Z339CBW1626D4D261E46FEA&playtoken=ABCDEFGH&programid=4200000280
丹东新闻综合 576,http://httplive.slave.bfgd.com.cn:14311/playurl?playtype=live&protocol=http&accesstoken=R5F2408FEU3198804BK78052214IE73560DFP2BF4M340CE68V0Z339CBW1626D4D261E46FEA&playtoken=ABCDEFGH&programid=4200000276
抚顺综合 576,http://httplive.slave.bfgd.com.cn:14311/playurl?playtype=live&protocol=http&accesstoken=R5F2408FEU3198804BK78052214IE73560DFP2BF4M340CE68V0Z339CBW1626D4D261E46FEA&playtoken=ABCDEFGH&programid=4200000275
朝阳新闻综合 576,http://httplive.slave.bfgd.com.cn:14311/playurl?playtype=live&protocol=http&accesstoken=R5F2408FEU3198804BK78052214IE73560DFP2BF4M340CE68V0Z339CBW1626D4D261E46FEA&playtoken=ABCDEFGH&programid=4200000282
本溪综合 576,http://httplive.slave.bfgd.com.cn:14311/playurl?playtype=live&protocol=http&accesstoken=R5F2408FEU3198804BK78052214IE73560DFP2BF4M340CE68V0Z339CBW1626D4D261E46FEA&playtoken=ABCDEFGH&programid=4200000312
盘锦新闻综合 576,http://httplive.slave.bfgd.com.cn:14311/playurl?playtype=live&protocol=http&accesstoken=R5F2408FEU3198804BK78052214IE73560DFP2BF4M340CE68V0Z339CBW1626D4D261E46FEA&playtoken=ABCDEFGH&programid=4200000283
营口新闻综合 576,http://httplive.slave.bfgd.com.cn:14311/playurl?playtype=live&protocol=http&accesstoken=R5F2408FEU3198804BK78052214IE73560DFP2BF4M340CE68V0Z339CBW1626D4D261E46FEA&playtoken=ABCDEFGH&programid=4200000278
葫芦岛新闻综合 576,http://httplive.slave.bfgd.com.cn:14311/playurl?playtype=live&protocol=http&accesstoken=R5F2408FEU3198804BK78052214IE73560DFP2BF4M340CE68V0Z339CBW1626D4D261E46FEA&playtoken=ABCDEFGH&programid=4200000284
铁岭新闻综合 576,http://httplive.slave.bfgd.com.cn:14311/playurl?playtype=live&protocol=http&accesstoken=R5F2408FEU3198804BK78052214IE73560DFP2BF4M340CE68V0Z339CBW1626D4D261E46FEA&playtoken=ABCDEFGH&programid=4200000281
锦州新闻综合 576,http://httplive.slave.bfgd.com.cn:14311/playurl?playtype=live&protocol=http&accesstoken=R5F2408FEU3198804BK78052214IE73560DFP2BF4M340CE68V0Z339CBW1626D4D261E46FEA&playtoken=ABCDEFGH&programid=4200000277
阜新综合 576,http://httplive.slave.bfgd.com.cn:14311/playurl?playtype=live&protocol=http&accesstoken=R5F2408FEU3198804BK78052214IE73560DFP2BF4M340CE68V0Z339CBW1626D4D261E46FEA&playtoken=ABCDEFGH&programid=4200000279



央视频道(214),#genre#
CCTV-1综合,http://39.134.52.214/PLTV/88888888/224/3221226443/index.m3u8
CCTV-2财经,http://39.134.52.214/PLTV/88888888/224/3221226468/index.m3u8
CCTV-3综艺,http://39.134.52.214/PLTV/88888888/224/3221226800/index.m3u8
CCTV-4中文国际,http://39.134.52.214/PLTV/88888888/224/3221226636/index.m3u8
CCTV-5PLUS,http://39.134.52.214/PLTV/88888888/224/3221226445/index.m3u8
CCTV-5体育,http://39.134.52.214/PLTV/88888888/224/3221226802/index.m3u8
CCTV-6电影,http://39.134.52.214/PLTV/88888888/224/3221226753/index.m3u8
CCTV-7国防军事,http://39.134.52.214/PLTV/88888888/224/3221226640/index.m3u8
CCTV-8电视剧,http://39.134.52.214/PLTV/88888888/224/3221226804/index.m3u8
CCTV-9纪录,http://39.134.52.214/PLTV/88888888/224/3221226470/index.m3u8
CCTV-10科教,http://39.134.52.214/PLTV/88888888/224/3221226462/index.m3u8
CCTV-10科教,http://39.134.52.214/PLTV/88888888/224/3221226904/index.m3u8
CCTV-11戏曲,http://39.134.52.214/PLTV/88888888/224/3221226558/index.m3u8
CCTV-12社会与法,http://39.134.52.214/PLTV/88888888/224/3221226439/index.m3u8
CCTV-13新闻,http://39.134.52.214/PLTV/88888888/224/3221226481/index.m3u8
CCTV-14少儿,http://39.134.52.214/PLTV/88888888/224/3221226464/index.m3u8
CCTV-15音乐,http://39.134.52.214/PLTV/88888888/224/3221226498/index.m3u8
CCTV-16奥林匹克,http://39.134.52.214/PLTV/88888888/224/3221226834/index.m3u8
CCTV-17农业农村,http://39.134.52.214/PLTV/88888888/224/3221226594/index.m3u8
卫视频道(214),#genre#
辽宁卫视高清,http://39.134.52.214/PLTV/88888888/224/3221226461/index.m3u8
辽宁北方,http://39.134.52.214/PLTV/88888888/224/3221226515/index.m3u8
辽宁都市,http://39.134.52.214/PLTV/88888888/224/3221226524/index.m3u8
辽宁公共,http://39.134.52.214/PLTV/88888888/224/3221226528/index.m3u8
辽宁教育青少,http://39.134.52.214/PLTV/88888888/224/3221226473/index.m3u8
辽宁经济,http://39.134.52.214/PLTV/88888888/224/3221226504/index.m3u8
辽宁生活,http://39.134.52.214/PLTV/88888888/224/3221226489/index.m3u8
辽宁体育,http://39.134.52.214/PLTV/88888888/224/3221226508/index.m3u8
辽宁移动电视,http://39.134.52.214/PLTV/88888888/224/3221226717/index.m3u8
辽宁影视剧,http://39.134.52.214/PLTV/88888888/224/3221226512/index.m3u8
沈阳新闻综合,http://39.134.52.214/PLTV/88888888/224/3221226593/index.m3u8
中国教育-1,http://39.134.52.214/PLTV/88888888/224/3221226518/index.m3u8
安多卫视,http://39.134.52.214/PLTV/88888888/224/3221226769/index.m3u8
安徽卫视高清,http://39.134.52.214/PLTV/88888888/224/3221226447/index.m3u8
北京卫视高清,http://39.134.52.214/PLTV/88888888/224/3221226449/index.m3u8
兵团卫视,http://39.134.52.214/PLTV/88888888/224/3221226602/index.m3u8
东方卫视高清,http://39.134.52.214/PLTV/88888888/224/3221226453/index.m3u8
东南卫视高清,http://39.134.52.214/PLTV/88888888/224/3221226536/index.m3u8
甘肃卫视,http://39.134.52.214/PLTV/88888888/224/3221226962/index.m3u8
广东卫视高清,http://39.134.52.214/PLTV/88888888/224/3221226476/index.m3u8
广西卫视高清,http://39.134.52.214/PLTV/88888888/224/3221226580/index.m3u8
贵州卫视高清,http://39.134.52.214/PLTV/88888888/224/3221226616/index.m3u8
海南卫视高清,http://39.134.52.214/PLTV/88888888/224/3221226585/index.m3u8
河北卫视高清,http://39.134.52.214/PLTV/88888888/224/3221226576/index.m3u8
河南卫视高清,http://39.134.52.214/PLTV/88888888/224/3221226491/index.m3u8
黑龙江卫视高清,http://39.134.52.214/PLTV/88888888/224/3221226478/index.m3u8
湖北卫视高清,http://39.134.52.214/PLTV/88888888/224/3221226455/index.m3u8
湖南卫视高清,http://39.134.52.214/PLTV/88888888/224/3221226480/index.m3u8
吉林卫视高清,http://39.134.52.214/PLTV/88888888/224/3221226763/index.m3u8
江苏卫视高清,http://39.134.52.214/PLTV/88888888/224/3221226638/index.m3u8
江西卫视高清,http://39.134.52.214/PLTV/88888888/224/3221226516/index.m3u8
康巴卫视,http://39.134.52.214/PLTV/88888888/224/3221226822/index.m3u8
内蒙古卫视,http://39.134.52.214/PLTV/88888888/224/3221226626/index.m3u8
宁夏卫视,http://39.134.52.214/PLTV/88888888/224/3221226587/index.m3u8
农林卫视,http://39.134.52.214/PLTV/88888888/224/3221226818/index.m3u8
青海卫视,http://39.134.52.214/PLTV/88888888/224/3221227000/index.m3u8
厦门卫视,http://39.134.52.214/PLTV/88888888/224/3221226529/index.m3u8
山东卫视高清,http://39.134.52.214/PLTV/88888888/224/3221226486/index.m3u8
山东卫视高清,http://39.134.52.214/PLTV/88888888/224/3221226875/index.m3u8
山西卫视,http://39.134.52.214/PLTV/88888888/224/3221226475/index.m3u8
陕西卫视,http://39.134.52.214/PLTV/88888888/224/3221226591/index.m3u8
深圳卫视高清,http://39.134.52.214/PLTV/88888888/224/3221226463/index.m3u8
四川卫视高清,http://39.134.52.214/PLTV/88888888/224/3221226488/index.m3u8
天津卫视高清,http://39.134.52.214/PLTV/88888888/224/3221226465/index.m3u8
西藏藏语卫视,http://39.134.52.214/PLTV/88888888/224/3221226820/index.m3u8
西藏卫视,http://39.134.52.214/PLTV/88888888/224/3221226630/index.m3u8
新疆卫视,http://39.134.52.214/PLTV/88888888/224/3221226601/index.m3u8
延边卫视,http://39.134.52.214/PLTV/88888888/224/3221226767/index.m3u8
云南卫视高清,http://39.134.52.214/PLTV/88888888/224/3221226634/index.m3u8
浙江卫视高清,http://39.134.52.214/PLTV/88888888/224/3221226618/index.m3u8
重庆卫视高清,http://39.134.52.214/PLTV/88888888/224/3221226490/index.m3u8
山东教育卫视,http://39.134.52.214/PLTV/88888888/224/3221226816/index.m3u8
北京纪实科教,http://39.134.52.214/PLTV/88888888/224/3221226472/index.m3u8
优漫卡通,http://39.134.52.214/PLTV/88888888/224/3221226548/index.m3u8
家庭理财HD,http://39.134.52.214/PLTV/88888888/224/3221226538/index.m3u8
嘉佳卡通,http://39.134.52.214/PLTV/88888888/224/3221226514/index.m3u8
新动漫HD,http://39.134.52.214/PLTV/88888888/224/3221226501/index.m3u8
金鹰卡通HD,http://39.134.52.214/PLTV/88888888/224/3221226543/index.m3u








央视频道(广电),#genre#
CCTV-1HD,http://tv.dlwmkj.com/php2021/bfy.php?id=488
CCTV-2HD,http://tv.dlwmkj.com/php2021/bfy.php?id=061
CCTV-3HD,http://tv.dlwmkj.com/php2021/bfy.php?id=062
CCTV-4HD,http://tv.dlwmkj.com/php2021/bfy.php?id=063
CCTV-5HD,http://tv.dlwmkj.com/php2021/bfy.php?id=064
CCTV-5PLUS,http://tv.dlwmkj.com/php2021/bfy.php?id=246
CCTV-6HD,http://tv.dlwmkj.com/php2021/bfy.php?id=065
CCTV-7HD,http://tv.dlwmkj.com/php2021/bfy.php?id=127
CCTV-8HD,http://tv.dlwmkj.com/php2021/bfy.php?id=066
CCTV-9HD,http://tv.dlwmkj.com/php2021/bfy.php?id=128
CCTV-10HD,http://tv.dlwmkj.com/php2021/bfy.php?id=129
CCTV-11HD,http://tv.dlwmkj.com/php2021/bfy.php?id=130
CCTV-12HD,http://tv.dlwmkj.com/php2021/bfy.php?id=131
CCTV-13HD,http://tv.dlwmkj.com/php2021/bfy.php?id=067
CCTV-14HD,http://tv.dlwmkj.com/php2021/bfy.php?id=132
CCTV-15HD,http://tv.dlwmkj.com/php2021/bfy.php?id=133
CCTV-17HD,http://tv.dlwmkj.com/php2021/bfy.php?id=204
重温经典,http://tv.dlwmkj.com/php2021/bfy.php?id=635
重温经典,http://1.62.64.234/0b926d37065dc656266be75dd9d25565.v.smtcdns.net/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225563/index.m3u8
重温经典,http://tv.dlwmkj.com/php2021/bfy.php?id=636
电视指南,http://tv.dlwmkj.com/php2021/bfy.php?id=164
发现之旅,http://tv.dlwmkj.com/php2021/bfy.php?id=151
老故事,http://tv.dlwmkj.com/php2021/bfy.php?id=166
女性时尚,http://tv.dlwmkj.com/php2021/bfy.php?id=176
世界地理,http://tv.dlwmkj.com/php2021/bfy.php?id=177
中国教育-1,http://tv.dlwmkj.com/php2021/bfy.php?id=135
中国教育-2,http://tv.dlwmkj.com/php2021/bfy.php?id=492
CGTN,http://tv.dlwmkj.com/php2021/bfy.php?id=305
CGTN西语,http://tv.dlwmkj.com/php2021/bfy.php?id=306
CGTN法语,http://tv.dlwmkj.com/php2021/bfy.php?id=307
CGTN阿语,http://tv.dlwmkj.com/php2021/bfy.php?id=308
CGTN俄语,http://tv.dlwmkj.com/php2021/bfy.php?id=309
地方频道(广电),#genre#
辽宁北方,http://tv.dlwmkj.com/php2021/bfy.php?id=071
辽宁都市,http://tv.dlwmkj.com/php2021/bfy.php?id=068
辽宁公共,http://tv.dlwmkj.com/php2021/bfy.php?id=481
辽宁教育青少,http://tv.dlwmkj.com/php2021/bfy.php?id=075
辽宁经济,http://tv.dlwmkj.com/php2021/bfy.php?id=480
辽宁生活,http://tv.dlwmkj.com/php2021/bfy.php?id=073
辽宁体育,http://tv.dlwmkj.com/php2021/bfy.php?id=611
辽宁影视剧,http://tv.dlwmkj.com/php2021/bfy.php?id=070
沈阳新闻综合,http://tv.dlwmkj.com/php2021/bfy.php?id=059
卫视频道(广电),#genre#
安徽卫视,http://tv.dlwmkj.com/php2021/bfy.php?id=096
北京卫视,http://tv.dlwmkj.com/php2021/bfy.php?id=083
东方卫视,http://tv.dlwmkj.com/php2021/bfy.php?id=093
广东卫视,http://tv.dlwmkj.com/php2021/bfy.php?id=092
广西卫视,http://tv.dlwmkj.com/php2021/bfy.php?id=116
贵州卫视,http://tv.dlwmkj.com/php2021/bfy.php?id=101
河北卫视,http://tv.dlwmkj.com/php2021/bfy.php?id=108
黑龙江卫视,http://tv.dlwmkj.com/php2021/bfy.php?id=095
湖北卫视,http://tv.dlwmkj.com/php2021/bfy.php?id=102
湖南卫视,http://tv.dlwmkj.com/php2021/bfy.php?id=086
吉林卫视,http://tv.dlwmkj.com/php2021/bfy.php?id=097
江苏卫视,http://tv.dlwmkj.com/php2021/bfy.php?id=085
江西卫视,http://tv.dlwmkj.com/php2021/bfy.php?id=098
山东卫视,http://tv.dlwmkj.com/php2021/bfy.php?id=099
深圳卫视,http://tv.dlwmkj.com/php2021/bfy.php?id=100
四川卫视,http://tv.dlwmkj.com/php2021/bfy.php?id=103
天津卫视,http://tv.dlwmkj.com/php2021/bfy.php?id=084
云南卫视,http://tv.dlwmkj.com/php2021/bfy.php?id=482
浙江卫视,http://tv.dlwmkj.com/php2021/bfy.php?id=094
重庆卫视,http://tv.dlwmkj.com/php2021/bfy.php?id=107
西藏卫视,http://tv.dlwmkj.com/php2021/bfy.php?id=121
新疆卫视,http://tv.dlwmkj.com/php2021/bfy.php?id=150
延边卫视,http://tv.dlwmkj.com/php2021/bfy.php?id=117
兵团卫视,http://tv.dlwmkj.com/php2021/bfy.php?id=124
甘肃卫视,http://tv.dlwmkj.com/php2021/bfy.php?id=119
河南卫视,http://tv.dlwmkj.com/php2021/bfy.php?id=339
内蒙古卫视,http://tv.dlwmkj.com/php2021/bfy.php?id=110
宁夏卫视,http://tv.dlwmkj.com/php2021/bfy.php?id=118
青海卫视,http://tv.dlwmkj.com/php2021/bfy.php?id=111
山西卫视,http://tv.dlwmkj.com/php2021/bfy.php?id=109
陕西卫视,http://tv.dlwmkj.com/php2021/bfy.php?id=512
山东教育卫视,http://tv.dlwmkj.com/php2021/bfy.php?id=112
北京纪实科教,http://tv.dlwmkj.com/php2021/bfy.php?id=113
新视觉,http://tv.dlwmkj.com/php2021/bfy.php?id=249
百姓健康,http://tv.dlwmkj.com/php2021/bfy.php?id=219
生态环境,http://tv.dlwmkj.com/php2021/bfy.php?id=149
